Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU),Cost,check
,,,,,,206.6,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,IF_522BDEDB,,False
,,,,,,168.2,,3.0,Variation,RAM Size=16 GB|Storage=512GB SSD|Operating System=Windows 11 Pro,IF_527A15FF,81.0,False
,,,,,,218.0,,3.0,Variation,RAM Size=8 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_52B11C4C,,False
,,,,,,,,,,,IF_537D8881-2,48.4,False
,,,,,,,,,,,IF_542FB4D4,56.0,False
,,,,,,102.6,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,IF_544B799B,,False
Revise,Barcode Scanners (46706),167749424223.0,Symcode MJ R30 2D Portable Wireless Bluetooth Finger Ring Barcode Scanner Reader,US,USD,75.0,,3.0,,,IF_553B391C,,False
,,,,,,352.5,,3.0,Variation,RAM Size=16 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_579686CA,,False
,,,,,,,,,,,IF_57F8DEB5-2,52.0,False
,,,,,,,,,,,IF_58212D4D,89.4,False
,,,,,,178.6,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,IF_5A4E6062,,False
,,,,,,216.25,,3.0,Variation,RAM Size=16 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_5C9C9740,,False
,,,,,,,,,,,IF_5FB254B3,33.5,False
,,,,,,,,,,,IF_606692FB-2,59.4,False
,,,,,,,,,,,IF_63447A08,71.5,False
,,,,,,,,,,,IF_63B508BD-2,56.5,False
,,,,,,263.99,,3.0,Variation,RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_655E12D1,,False
,,,,,,158.6,,3.0,Variation,RAM Size=16 GB|SSD Capacity=256 GB,IF_6688C352,,False
,,,,,,182.6,,3.0,Variation,RAM Size=32 GB|Storage=256GB SSD|Operating System=Windows 10 Pro,IF_67D65AE5,,False
,,,,,,,,,,,IF_67E61992,54.19,False
,,,,,,,,,,,IF_6AFEE5EC,44.19,False
,,,,,,140.2,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,IF_6B6152B1,,False
,,,,,,136.2,,3.0,Variation,RAM Size=8 GB|Storage=512GB SSD|Operating System=Windows 10 Pro,IF_6F3E6AC4,,False
,,,,,,140.2,,3.0,Variation,RAM Size=8 GB|Storage=512GB SSD|Operating System=Windows 11 Pro,IF_6F58ECAD,73.0,False
,,,,,,,,,,,IF_70573F09,43.19,False
,,,,,,,,,,,IF_751991CD-2,42.4,False
,,,,,,,,,,,IF_7541306A-2,64.0,False
,,,,,,295.5,,3.0,Variation,RAM Size=8 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_76F6E1FC,,False
,,,,,,258.54,,3.0,Variation,RAM Size=16 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_77556958,,False
,,,,,,,,,,,IF_7BB8EFE1-2,82.0,False
,,,,,,,,,,,IF_7E2B7B87-2,43.5,False
,,,,,,,,,,,IF_7E2BD6A2-2,43.19,False
,,,,,,148.2,,3.0,Variation,RAM Size=16 GB|Storage=256GB SSD|Operating System=Windows 11 Pro,IF_80A06F63,66.0,False
,,,,,,,,,,,IF_82DB756C-2,76.4,False
,,,,,,116.2,,3.0,Variation,RAM Size=8 GB|Storage=256GB SSD|Operating System=Windows 11 Pro,IF_84587549,57.5,False
,,,,,,,,,,,IF_888ED41F,69.5,False
,,,,,,132.2,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,IF_892BCCBB,,False
,,,,,,348.88,,3.0,Variation,RAM Size=16 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 10 Pro,IF_8EB41472,,False
,,,,,,189.17,,3.0,Variation,RAM Size=32 GB|SSD Capacity=256 GB,IF_8FD3811A,,False
,,,,,,,,,,,IF_90392F05-2,89.4,False
,,,,,,120.2,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,IF_90521275,,False
,,,,,,,,,,,IF_936D3683-2,36.19,False
,,,,,,133.17,,10.0,Variation,RAM Size=8 GB|SSD Capacity=512 GB,IF_93E14B1B,,False
,,,,,,,,,,,IF_96807577,68.19,False
,,,,,,165.25,,3.0,Variation,RAM Size=8 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_978AD2CC,,False
,,,,,,187.4,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,IF_9904A0D4,,False
,,,,,,189.17,,3.0,Variation,RAM Size=16 GB|SSD Capacity=1 TB,IF_9B093AF0,,False
,,,,,,154.17,,2.0,Variation,RAM Size=16 GB|SSD Capacity=512 GB,IF_9BD04D7F,,False
,,,,,,,,,,,IF_9C425D4F-2,62.0,False
,,,,,,312.5,,3.0,Variation,RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_A3112C40,,False
,,,,,,,,,,,IF_A3385627,59.19,False
Revise,PC Desktops & All-In-Ones (179),157272888492.0,Dell OptiPlex MT Core i5 Desktop PC 16GB RAM 265GB SSD DVD Wi-Fi Windows 11,US,USD,138.24,,10.0,,,IF_A57A50C0,,False
,,,,,,,,,,,IF_A698B97F-2,55.4,False
,,,,,,,,,,,IF_A929B171-2,54.19,False
,,,,,,,,,,,IF_ABB33465-2,47.5,False
,,,,,,,,,,,IF_ABB33465-2-1,47.5,False
,,,,,,140.2,,3.0,Variation,RAM Size=16 GB|Storage=256GB SSD|Operating System=Windows 10 Pro,IF_AC98C8AB,,False
,,,,,,173.0,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,IF_AE063ACA,,False
,,,,,,,,,,,IF_AE708265,10.5,False
,,,,,,213.8,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,IF_AFC23013,,False
,,,,,,165.0,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,IF_B035807B,,False
,,,,,,,,,,,IF_B03AE97B-2-1,47.19,False
,,,,,,222.6,,3.0,Variation,RAM Size=32 GB|SSD Capacity=256 GB,IF_B2EB56A4,,False
,,,,,,262.6,,1.0,Variation,RAM Size=32 GB|SSD Capacity=1 TB,IF_B6B8757F,,False
,,,,,,,,,,,IF_BA123A19,46.5,False
,,,,,,,,,,,IF_BBB2050E,46.5,False
,,,,,,,,,,,IF_BC162B16,81.5,False
,,,,,,149.8,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,IF_BC17040F,,False
,,,,,,,,,,,IF_BD847A16-2,72.19,False
,,,,,,153.8,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,IF_BDFA39EF,,False
,,,,,,,,,,,IF_BF1BE2B1,30.5,False
,,,,,,,,,,,IF_BF9BB504-2,73.0,False
,,,,,,,,,,,IF_C1E18D1E-2,64.0,False
,,,,,,231.4,,3.0,Variation,RAM Size=32 GB|Storage=512GB SSD|Operating System=Windows 10 Pro,IF_C388B158,,False
,,,,,,,,,,,IF_C64BAE67-2,60.4,False
,,,,,,,,,,,IF_C9CD1F8F,41.19,False
,,,,,,166.6,,3.0,Variation,RAM Size=8 GB|SSD Capacity=1 TB,IF_CB0471DA,,False
,,,,,,215.25,,3.0,Variation,RAM Size=16 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_CB2445F8,,False
,,,,,,203.17,,10.0,Variation,RAM Size=32 GB|SSD Capacity=512 GB,IF_CB24E8F5,,False
Revise,PC Desktops & All-In-Ones (179),157276020925.0,Dell Optiplex SFF PC Intel i5 8th Gen 16GB 512GB SSD WIN 11 Pro desktop WIFI,US,USD,218.99,,0.0,,,IF_CBB9302A,,False
,,,,,,260.25,,3.0,Variation,RAM Size=16 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_CC106749,,False
,,,,,,,,,,,IF_CE33305F,58.0,False
,,,,,,,,,,,IF_D343B547,44.4,False
,,,,,,140.2,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,IF_D599B172,,False
,,,,,,417.52,,3.0,Variation,RAM Size=32 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_D71E1C3F,,False
,,,,,,222.6,,3.0,Variation,RAM Size=16 GB|SSD Capacity=1 TB,IF_D927370C,,False
,,,,,,165.8,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,IF_D9C5AD49,,False
,,,,,,,,,,,IF_DB9FB965-2,57.0,False
,,,,,,,,,,,IF_DD1CDD4E,56.0,False
,,,,,,,,,,,IF_E101A61E-2,55.4,False
,,,,,,,,,,,IF_E2ACBC17,31.5,False
,,,,,,173.0,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,IF_E3562A0F,,False
,,,,,,115.4,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,IF_E3B10D9A,46.5,False
,,,,,,,,,,,IF_E68E487C,40.5,False
,,,,,,399.99,,3.0,Variation,RAM Size=32 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 10 Pro,IF_E771B3A5,,False
,,,,,,,,,,,IF_E8360279,55.4,False
,,,,,,,,,,,IF_ED5D6E1E-2,25.5,False
,,,,,,220.2,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,IF_ED963D54,,False
,,,,,,,,,,,IF_EE1C3267,66.0,False
,,,,,,,,,,,IF_F38A983E,88.19,False
,,,,,,144.2,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,IF_F66C5CE9,,False
,,,,,,310.99,,3.0,Variation,RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_F96557E9,,False
,,,,,,208.2,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,IF_FD8AA980,,False
,,,,,,,,,,,IIQ-JA6U-3HP,76.5,False
,,,,,,,,,,,IQ6-1Q53-E28,40.19,False
,,,,,,,,,,,J8T-P82-FEB,74.5,False
,,,,,,,,,,,J8T-P82-FEB-10,93.5,False
,,,,,,,,,,,J8T-P82-FEB-11,106.5,False
,,,,,,,,,,,J8T-P82-FEB-12,116.5,False
,,,,,,,,,,,J8T-P82-FEB-13,116.5,False
,,,,,,,,,,,J8T-P82-FEB-14,0.0,False
,,,,,,,,,,,J8T-P82-FEB-16,98.5,False
,,,,,,,,,,,J8T-P82-FEB-18,109.5,False
,,,,,,,,,,,J8T-P82-FEB-19,122.5,False
,,,,,,,,,,,J8T-P82-FEB-2,62.5,False
,,,,,,,,,,,J8T-P82-FEB-20,119.5,False
,,,,,,,,,,,J8T-P82-FEB-22,139.5,False
,,,,,,,,,,,J8T-P82-FEB-23,152.5,False
,,,,,,,,,,,J8T-P82-FEB-24,0.0,False
,,,,,,,,,,,J8T-P82-FEB-32,82.5,False
,,,,,,,,,,,J8T-P82-FEB-34,89.5,False
,,,,,,,,,,,J8T-P82-FEB-35,99.5,False
,,,,,,,,,,,J8T-P82-FEB-39,137.5,False
,,,,,,,,,,,J8T-P82-FEB-40,0.0,False
,,,,,,,,,,,J8T-P82-FEB-42,0.0,False
,,,,,,,,,,,J8T-P82-FEB-44,119.5,False
,,,,,,,,,,,J8T-P82-FEB-46,139.5,False
,,,,,,,,,,,J8T-P82-FEB-47,152.5,False
,,,,,,,,,,,J8T-P82-FEB-8,0.0,False
,,,,,,,,,,,J8T-P82-FEB-9,95.5,False
,,,,,,,,,,,JDR-7JOH-8B2,72.19,False
,,,,,,,,,,,KAC-O3G-QIB,28.5,False
,,,,,,,,,,,KK9-1G74-P66,46.19,False
Revise,PC Desktops & All-In-Ones (179),157235882766.0,Dell OptiPlex 3050 Tiny Mini Micro PC i5-7500T 8GB RAM 256GB SSD Win11 PRO,US,USD,78.0,,0.0,,,L18-1FD-2IU,,False
,,,,,,,,,,,MJ1-8O36-Y63,74.0,False
,,,,,,,,,,,MKG-G6D-WDH,45.5,False
,,,,,,,,,,,MLJ-G3P-BIQ,43.19,False
Revise,PC Desktops & All-In-Ones (179),157312859594.0,"DELL Desktop Computer PC i5,up to 32GB RAM,1TB m.2 SSD, Windows 10/11, WiFi",US,USD,,,,,Operating System=Windows 11 Pro;Windows 10 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;250 GB;500 GB;1 TB|Accessories=NONE,N5G-IF6-GXB,,False
,,,,,,,,,,,OED-K9C-TPQ,60.5,False
,,,,,,,,,,,OJ2-BYXZ-E1K,63.19,False
Revise,PC Desktops & All-In-Ones (179),157275713968.0,Alacrity Upgraded 2D Industrial Barcode Scanner w/Wireless Charging Stand Orange,US,USD,48.5,,1.0,,,OUEG-Y8W8-5KCVZ,,False
,,,,,,,,,,,PRA-8AFS-BOZ,49.0,False
,,,,,,,,,,,PX5-9N96-F52,40.19,False
,,,,,,,,,,,PYH-63RF-GJT,55.19,False
,,,,,,,,,,,PYR5_In2_16_50_Wi2,34.5,False
,,,,,,,,,,,PYR5_In2_16_51_Wi2,59.5,False
,,,,,,,,,,,PYR5_In2_32_51_Wi2,75.5,False
,,,,,,,,,,,PYR5_In3_16_1 _Wi2,80.5,False
,,,,,,,,,,,PYR5_In3_16_1T_Wi2,45.5,False
,,,,,,,,,,,PYR5_In3_16_25_Wi2,45.5,False
,,,,,,,,,,,PYR5_In3_16_50_Wi2,34.5,False
,,,,,,,,,,,PYR5_In3_16_51_Wi,59.5,False
,,,,,,,,,,,PYR5_In3_16_51_Wi2,59.5,False
,,,,,,,,,,,PYR5_In3_32_1 _Wi,96.5,False
,,,,,,,,,,,PYR5_In3_32_1 _Wi2,95.5,False
,,,,,,,,,,,PYR5_In3_32_1T_Wi2,60.5,False
,,,,,,,,,,,PYR5_In3_32_51_Wi2,75.5,False
,,,,,,,,,,,PYR5_In3_8G_50_Wi2,25.5,False
,,,,,,,,,,,PYR5_In_8G_25_Wi,37.5,False
,,,,,,,,,,,PYR5_In_8G_4T_Wi2,8.5,False
,,,,,,,,,,,PYR5_In_8G_50_Wi,26.5,False
,,,,,,,,,,,PYR5_In_8G_50_Wi2,44.5,False
,,,,,,,,,,,QFW-XFAL-11R,50.19,False
,,,,,,,,,,,QMC-OQLT-WGJ,43.5,False
,,,,,,,,,,,QO3L-BEZ-19L07,69.5,False
,,,,,,,,,,,RJ8-8R48-R83,69.0,False
,,,,,,,,,,,RJA-FTRY-FM9,47.5,False
,,,,,,,,,,,RL9-3K84-S44,0.0,False
,,,,,,,,,,,RR8-6V13-E73,27.5,False
,,,,,,200.2,,3.0,Variation,RAM Size=16 GB|Storage=1TB SSD|Operating System=Windows 10 Pro,S3S-2DV-NPM,,False
,,,,,,,,,,,SLZ-ZQJ-RX9,58.0,False
,,,,,,,,,,,SNC-I2G-LMJ,74.0,False
,,,,,,168.2,,3.0,Variation,RAM Size=8 GB|Storage=1TB SSD|Operating System=Windows 11 Pro,T5Z-6IK-YH2,,False
,,,,,,,,,,,TBO-01K-J5N,40.19,False
,,,,,,208.2,,3.0,Variation,RAM Size=16 GB|Storage=1TB SSD|Operating System=Windows 11 Pro,TIY-RYB-8EC,,False
,,,,,,,,,,,U32-BPWB-NDD,72.19,False
,,,,,,,,,,,U8Q-7VNS-AWZP,8.5,False
,,,,,,,,,,,UP1-6M30-R29,0.0,False
,,,,,,,,,,,UZ3-4Z17-O26,46.19,False
,,,,,,,,,,,V6Q-QPN-KPN,28.5,False
,,,,,,,,,,,VT2-1V61-D55,66.5,False
,,,,,,,,,,,W71-I021-BM4J,55.4,False
,,,,,,,,,,,WA8-8Z18-P17,38.5,False
,,,,,,,,,,,WL7-PIN8-L3X,47.19,False
,,,,,,,,,,,WT3-3X23-W40,0.0,False
,,,,,,,,,,,XDB-KUC-RP8,29.0,False
,,,,,,,,,,,XKP-9TDM-GII,59.5,False
,,,,,,,,,,,ZT7-5OGD-AGX,56.19,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
