#INFO,Version=1.0.0,Template= eBay-active-revise-price-quantity-download_US,,,,,,,,,
Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU)
,,,,,,"308.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=16GB|Storage=1 TB NVME SSD|OS=Windows 11 pro,PYR5_In3_16_1 _Wi2
,,,,,,"270.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=32GB|Storage=256 NVME SSD|OS=Windows 10 pro,PYR5_In3_32_25_Wi
,,,,,,"280.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=32GB|Storage=256 NVME SSD|OS=Windows 11 pro,PYR5_In3_32_25_Wi2
,,,,,,"293.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=32GB|Storage=512 NVME SSD|OS=Windows 10 pro,PYR5_In3_32_51_Wi
,,,,,,"298.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=32GB|Storage=512 NVME SSD|OS=Windows 11 pro,PYR5_In3_32_51_Wi2
,,,,,,"330.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=32GB|Storage=1 TB NVME SSD|OS=Windows 10 pro,PYR5_In3_32_1 _Wi
,,,,,,"340.25",,"0","Variation",CPU=Intel i7 8th Gen|RAM=32GB|Storage=1 TB NVME SSD|OS=Windows 11 pro,PYR5_In3_32_1 _Wi2
Revise,"PC Desktops & All-In-Ones (179)","396836992473",Dell Windows 11 Pro Desktop Computer PC Core i7 Upto 32GB RAM Upto 1TB SSD,"US","USD",,,,,Operating System=Windows 11;Windows 10|Memory=8GB;16GB;32GB|Storage=256GB SSD;512GB SSD;1TB SSD|Accessories=NONE,33729204
,,,,,,"251.25",,"10","Variation",Operating System=Windows 11|Memory=8GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-8
,,,,,,"292.25",,"10","Variation",Operating System=Windows 11|Memory=8GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-10
,,,,,,"342.25",,"10","Variation",Operating System=Windows 11|Memory=8GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-12
,,,,,,"275.25",,"10","Variation",Operating System=Windows 11|Memory=16GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-22
,,,,,,"299.25",,"10","Variation",Operating System=Windows 11|Memory=16GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-24
,,,,,,"367.25",,"10","Variation",Operating System=Windows 11|Memory=16GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-26
,,,,,,"337.25",,"10","Variation",Operating System=Windows 11|Memory=32GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-36
,,,,,,"362.25",,"10","Variation",Operating System=Windows 11|Memory=32GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-38
,,,,,,"417.25",,"10","Variation",Operating System=Windows 11|Memory=32GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-40
,,,,,,"202.25",,"10","Variation",Operating System=Windows 10|Memory=8GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-50
,,,,,,"221.25",,"10","Variation",Operating System=Windows 10|Memory=8GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-52
,,,,,,"262.25",,"10","Variation",Operating System=Windows 10|Memory=8GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-54
,,,,,,"232.25",,"10","Variation",Operating System=Windows 10|Memory=16GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-64
,,,,,,"257.25",,"10","Variation",Operating System=Windows 10|Memory=16GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-66
,,,,,,"322.25",,"10","Variation",Operating System=Windows 10|Memory=16GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-68
,,,,,,"302.25",,"10","Variation",Operating System=Windows 10|Memory=32GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-78
,,,,,,"323.25",,"10","Variation",Operating System=Windows 10|Memory=32GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-80
,,,,,,"407.25",,"10","Variation",Operating System=Windows 10|Memory=32GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-82
Revise,"PC Desktops & All-In-Ones (179)","396840294062","DELL Desktop Computer PC i7,up to 32GB RAM,1TB m.2 SSD, Windows 10/11, WiFi","US","USD",,,,,Operating System=Windows 11 Pro;Windows 10 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;250 GB;500 GB;1 TB|Accessories=NONE;RGB Keyboard & Mouse,J8T-P82-FEB
,,,,,,"141.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB
,,,,,,"150.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-1
,,,,,,"172.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-2
,,,,,,"182.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-3
,,,,,,"213.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-4
,,,,,,"222.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-5
,,,,,,"255.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-6
,,,,,,"266.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-7
,,,,,,"157.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-8
,,,,,,"167.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-9
,,,,,,"189.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-10
,,,,,,"199.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-11
,,,,,,"231.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-12
,,,,,,"241.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-13
,,,,,,"272.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-14
,,,,,,"282.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-15
,,,,,,"184.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-16
,,,,,,"194.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-17
,,,,,,"213.25",,"9","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-18
,,,,,,"223.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-19
,,,,,,"257.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-20
,,,,,,"267.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-21
,,,,,,"300.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-22
,,,,,,"310.25",,"9","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-23
,,,,,,"125.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-24
,,,,,,"135.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-25
,,,,,,"162.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-26
,,,,,,"172.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-27
,,,,,,"204.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-28
,,,,,,"214.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-29
,,,,,,"247.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-30
,,,,,,"257.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-31
,,,,,,"147.25",,"9","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-32
,,,,,,"157.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-33
,,,,,,"177.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-34
,,,,,,"187.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-35
,,,,,,"220.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-36
,,,,,,"232.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-37
,,,,,,"264.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-38
,,,,,,"274.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-39
,,,,,,"172.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-40
,,,,,,"183.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-41
,,,,,,"203.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-42
,,,,,,"216.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-43
,,,,,,"257.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-44
,,,,,,"267.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-45
,,,,,,"289.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-46
,,,,,,"300.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-47
Revise,"PC Desktops & All-In-Ones (179)","396840594132",Dell OptiPlex Desktop Computer PC i7 Up To 32GB RAM 1TB SSD Windows 10/11 Wi-Fi,"US","USD",,,,,Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=256 GB;512 GB;1 TB|Accessories=NONE;HDMI Cable;Keyboard & Mouse,33734590
,,,,,,"162.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5
,,,,,,"165.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-1
,,,,,,"171.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-2
,,,,,,"183.0",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-3
,,,,,,"196.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-4
,,,,,,"199.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-5
,,,,,,"217.15",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-6
,,,,,,"230.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-7
,,,,,,"236.15",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-8
,,,,,,"178.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-9
,,,,,,"196.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-10
,,,,,,"202.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-11
,,,,,,"191.56",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-12
,,,,,,"205.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-13
,,,,,,"253.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-14
,,,,,,"239.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-15
,,,,,,"247.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-16
,,,,,,"253.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-17
,,,,,,"200.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-18
,,,,,,"205.45",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-19
,,,,,,"210.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-20
,,,,,,"242.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-21
,,,,,,"248.45",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-22
,,,,,,"252.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-23
,,,,,,"287.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-24
,,,,,,"294.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-25
,,,,,,"298.75",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-26
,,,,,,"174.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-27
,,,,,,"178.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-28
,,,,,,"184.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-29
,,,,,,"194.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-30
,,,,,,"202.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-31
,,,,,,"207.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-32
,,,,,,"225.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-33
,,,,,,"235.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-34
,,,,,,"241.55",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-35
,,,,,,"187.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-36
,,,,,,"194.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-37
,,,,,,"197.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-38
,,,,,,"202.55",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-39
,,,,,,"211.55",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-40
,,,,,,"220.55",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-41
,,,,,,"245.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-42
,,,,,,"254.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-43
,,,,,,"262.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-44
,,,,,,"212.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-45
,,,,,,"222.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-46
,,,,,,"227.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-47
,,,,,,"258.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-48
,,,,,,"265.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-49
,,,,,,"268.75",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-50
,,,,,,"298.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-51
,,,,,,"306.55",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-52
,,,,,,"308.45",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-53
Revise,"PC Laptops & Netbooks (177)","396847932745",Dell Latitude Laptop 14” Screen Intel Core i5 UPTO 16GB Ram 1TB SSD HDMI WiFi,"US","USD",,,,,Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB|Storage Capacity=500GB HDD;1TB HDD;256GB SSD;512GB SSD;1TB SSD,5SJ-5RQ-BQC
,,,,,,"192.35",,"1","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Storage Capacity=500GB HDD,5SJ-5RQ-BQC
,,,,,,"220.9",,"1","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Storage Capacity=1TB HDD,5SJ-5RQ-BQC-1
,,,,,,"203.44",,"0","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Storage Capacity=256GB SSD,5SJ-5RQ-BQC-2
,,,,,,"253.89",,"0","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Storage Capacity=512GB SSD,5SJ-5RQ-BQC-3
,,,,,,"287.97",,"0","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Storage Capacity=1TB SSD,5SJ-5RQ-BQC-4
,,,,,,"225.85",,"1","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Storage Capacity=500GB HDD,5SJ-5RQ-BQC-5
,,,,,,"237.77",,"0","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Storage Capacity=1TB HDD,5SJ-5RQ-BQC-6
,,,,,,"220.8",,"0","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Storage Capacity=256GB SSD,5SJ-5RQ-BQC-7
,,,,,,"288.19",,"1","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Storage Capacity=512GB SSD,5SJ-5RQ-BQC-8
,,,,,,"327.05",,"0","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Storage Capacity=1TB SSD,5SJ-5RQ-BQC-9
,,,,,,"196.09",,"1","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Storage Capacity=500GB HDD,5SJ-5RQ-BQC-10
,,,,,,"220.8",,"0","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Storage Capacity=1TB HDD,5SJ-5RQ-BQC-11
,,,,,,"208.87",,"1","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Storage Capacity=256GB SSD,5SJ-5RQ-BQC-12
,,,,,,"259.19",,"0","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Storage Capacity=512GB SSD,5SJ-5RQ-BQC-13
,,,,,,"292.47",,"0","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Storage Capacity=1TB SSD,5SJ-5RQ-BQC-14
,,,,,,"228.47",,"1","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Storage Capacity=500GB HDD,5SJ-5RQ-BQC-15
,,,,,,"241.89",,"1","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Storage Capacity=1TB HDD,5SJ-5RQ-BQC-16
,,,,,,"242.02",,"0","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Storage Capacity=256GB SSD,5SJ-5RQ-BQC-17
,,,,,,"303.67",,"2","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Storage Capacity=512GB SSD,5SJ-5RQ-BQC-18
,,,,,,"336.84",,"3","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Storage Capacity=1TB SSD,5SJ-5RQ-BQC-19
Revise,"PC Desktops & All-In-Ones (179)","396869851001","DELL Desktop Computer PC i5,up to 32GB RAM,1TB m.2 SSD, Windows 10/11, WiFi","US","USD",,,,,Operating System=Windows 11 Pro;Windows 10 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;250 GB;500 GB;1 TB|Accessories=NONE;RGB Keyboard & Mouse,D9F-7IT-U3V
,,,,,,"144.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,IF_8F7BC5BA
,,,,,,"153.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,IF_69CF45FE
,,,,,,"175.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,IF_FFEA9BC5
,,,,,,"185.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,IF_680D8782
,,,,,,"216.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,IF_C3D51335
,,,,,,"225.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,IF_4420638A
,,,,,,"258.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,IF_42970DC4
,,,,,,"269.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,IF_FDC9D546
,,,,,,"160.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,IF_DDCF295B
