Custom label (SKU),Title,Cost,Start price,check
IF_CBB9302A,Dell Optiplex SFF PC Intel i5 8th Gen 16GB 512GB SSD WIN 11 Pro desktop WIFI,,218.99,False
IF_CC106749,,,260.25,False
IF_CE33305F,,58.0,,False
IF_D599B172,,,140.2,False
IF_D71E1C3F,,,417.52,False
IF_D927370C,,,222.6,False
IF_D9C5AD49,,,165.8,False
IF_DD1CDD4E,,56.0,,False
IF_E3562A0F,,,173.0,False
IF_E3B10D9A,,46.5,115.4,False
IF_E771B3A5,,,399.99,False
IF_ED963D54,,,220.2,False
IF_EE1C3267,,66.0,,False
IF_F66C5CE9,,,144.2,False
IF_F96557E9,,,310.99,False
IF_FD8AA980,,,208.2,False
J8T-P82-FEB,,74.5,,False
J8T-P82-FEB-10,,93.5,,False
J8T-P82-FEB-11,,106.5,,False
J8T-P82-FEB-12,,116.5,,False
J8T-P82-FEB-13,,116.5,,False
J8T-P82-FEB-16,,98.5,,False
J8T-P82-FEB-18,,109.5,,False
J8T-P82-FEB-19,,122.5,,False
J8T-P82-FEB-2,,62.5,,False
J8T-P82-FEB-20,,119.5,,False
J8T-P82-FEB-22,,139.5,,False
J8T-P82-FEB-23,,152.5,,False
J8T-P82-FEB-32,,82.5,,False
J8T-P82-FEB-34,,89.5,,False
J8T-P82-FEB-35,,99.5,,False
J8T-P82-FEB-39,,137.5,,False
J8T-P82-FEB-44,,119.5,,False
J8T-P82-FEB-46,,139.5,,False
J8T-P82-FEB-47,,152.5,,False
J8T-P82-FEB-9,,95.5,,False
L18-1FD-2IU,Dell OptiPlex 3050 Tiny Mini Micro PC i5-7500T 8GB RAM 256GB SSD Win11 PRO,,78.0,False
OUEG-Y8W8-5KCVZ,Alacrity Upgraded 2D Industrial Barcode Scanner w/Wireless Charging Stand Orange,,48.5,False
PYR5_In2_16_50_Wi2,,34.5,,False
PYR5_In2_16_51_Wi2,,59.5,,False
PYR5_In2_32_51_Wi2,,75.5,,False
PYR5_In3_16_1 _Wi2,,80.5,,False
PYR5_In3_16_1T_Wi2,,45.5,,False
PYR5_In3_16_25_Wi2,,45.5,,False
PYR5_In3_16_50_Wi2,,34.5,,False
PYR5_In3_16_51_Wi,,59.5,,False
PYR5_In3_16_51_Wi2,,59.5,,False
PYR5_In3_32_1 _Wi,,96.5,,False
PYR5_In3_32_1 _Wi2,,95.5,,False
PYR5_In3_32_1T_Wi2,,60.5,,False
PYR5_In3_32_51_Wi2,,75.5,,False
PYR5_In3_8G_50_Wi2,,25.5,,False
PYR5_In_8G_25_Wi,,37.5,,False
PYR5_In_8G_4T_Wi2,,8.5,,False
PYR5_In_8G_50_Wi,,26.5,,False
PYR5_In_8G_50_Wi2,,44.5,,False
QO3L-BEZ-19L07,,69.5,,False
S3S-2DV-NPM,,,200.2,False
T5Z-6IK-YH2,,,168.2,False
TIY-RYB-8EC,,,208.2,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
,,,,False
